ticker,volume,open,close,high,low,window_start,transactions
JPM,5936,225.12,225.155,225.16,225.1,1730477340000000000,171
JPM,8713,225.19,225.175,225.25,225.13,1730477400000000000,222
JPM,5878,225.165,225.06,225.165,225.0101,1730477460000000000,146
JPM,3247,225.04,225.105,225.13,225.01,1730477520000000000,118
JPM,4551,225.115,225.15,225.2099,225.115,1730477580000000000,135
JPM,9365,225.15,224.95,225.15,224.94,1730477640000000000,237
JPM,5193,224.98,224.9,225.02,224.9,1730477700000000000,136
JPM,8991,224.915,224.885,224.915,224.83,1730477760000000000,202
JPM,4129,224.88,224.95,224.95,224.87,1730477820000000000,125
JPM,6963,224.91,224.97,225.04,224.91,1730477880000000000,165
JPM,5927,224.995,225.1,225.1,224.97,1730477940000000000,151
JPM,10891,225.1,224.93,225.1,224.93,1730478000000000000,205
JPM,4660,224.91,224.945,224.97,224.91,1730478060000000000,107
JPM,6706,224.97,224.935,225.01,224.9285,1730478120000000000,188
JPM,5497,224.92,224.94,224.99,224.92,1730478180000000000,176
JPM,5720,224.93,224.91,224.945,224.885,1730478240000000000,151
JPM,7705,224.9,224.89,224.95,224.88,1730478300000000000,166
JPM,6698,224.8865,224.791,224.9,224.77,1730478360000000000,181
JPM,9293,224.775,224.735,224.775,224.72,1730478420000000000,216
JPM,9927,224.75,224.67,224.83,224.67,1730478480000000000,240
JPM,13297,224.71,224.6,224.8,224.6,1730478540000000000,245
JPM,11490,224.63,224.6604,224.69,224.6,1730478600000000000,220
JPM,5296,224.65,224.76,224.7609,224.64,1730478660000000000,140
JPM,5069,224.76,224.82,224.83,224.75,1730478720000000000,136
JPM,14160,224.815,224.89,224.93,224.7,1730478780000000000,293
JPM,5031,224.87,224.99,225.02,224.87,1730478840000000000,169
JPM,5378,224.97,224.94,224.97,224.92,1730478900000000000,129
JPM,10383,224.95,224.83,224.95,224.815,1730478960000000000,207
JPM,16736,224.81,224.72,224.81,224.71,1730479020000000000,190
JPM,4611,224.7,224.855,224.855,224.69,1730479080000000000,161
JPM,9596,224.87,224.815,224.88,224.74,1730479140000000000,169
JPM,5849,224.8,224.69,224.8,224.63,1730479200000000000,132
JPM,7578,224.6508,224.63,224.685,224.59,1730479260000000000,202
JPM,2688,224.645,224.61,224.645,224.57,1730479320000000000,107
JPM,9359,224.605,224.49,224.61,224.46,1730479380000000000,216
JPM,6138,224.52,224.51,224.57,224.49,1730479440000000000,155
JPM,10001,224.535,224.54,224.54,224.41,1730479500000000000,257
JPM,8052,224.52,224.5423,224.6,224.52,1730479560000000000,142
JPM,11123,224.53,224.585,224.6,224.49,1730479620000000000,186
JPM,5891,224.59,224.6827,224.6827,224.59,1730479680000000000,134
JPM,14452,224.66,224.57,224.74,224.57,1730479740000000000,261
JPM,6695,224.595,224.62,224.62,224.5,1730479800000000000,136
JPM,10222,224.6,224.57,224.63,224.51,1730479860000000000,198
JPM,10934,224.51,224.6023,224.6023,224.48,1730479920000000000,191
JPM,6822,224.59,224.52,224.6,224.4934,1730479980000000000,135
JPM,7408,224.525,224.48,224.53,224.48,1730480040000000000,156
JPM,6640,224.46,224.41,224.48,224.39,1730480100000000000,175
JPM,8568,224.42,224.41,224.43,224.39,1730480160000000000,134
JPM,12234,224.41,224.33,224.44,224.32,1730480220000000000,201
JPM,8818,224.36,224.384,224.392,224.33,1730480280000000000,191
JPM,5290,224.38,224.42,224.44,224.375,1730480340000000000,143
JPM,7791,224.435,224.52,224.52,224.425,1730480400000000000,174
JPM,14654,224.525,224.505,224.525,224.44,1730480460000000000,235
JPM,4454,224.525,224.57,224.59,224.525,1730480520000000000,140
JPM,7211,224.585,224.56,224.585,224.54,1730480580000000000,135
JPM,6257,224.59,224.62,224.66,224.59,1730480640000000000,172
JPM,5651,224.64,224.63,224.66,224.63,1730480700000000000,143
JPM,4787,224.615,224.67,224.68,224.59,1730480760000000000,116
JPM,3488,224.67,224.695,224.7,224.66,1730480820000000000,91
JPM,16103,224.72,224.3668,224.74,224.3668,1730480880000000000,370
JPM,6987,224.35,224.45,224.4899,224.35,1730480940000000000,170
JPM,3923,224.42,224.35,224.43,224.35,1730481000000000000,131
